code	product_name	energy_100g	proteins_100g	fat_100g	carbohydrates_100g	sugars_100g	energy-kcal_100g	saturated-fat_100g	salt_100g	sodium_100g	fiber_100g	fruits-vegetables-nuts-estimate-from-ingredients_100g	nutrition-score-fr_100g
00000666	Biscuits avoine choco	1757	6	18	60	28	420	8	0.625	0.25	4		16
00000680	Lomo ibérico de bellota											0	
0000069001161													
0000069004049	Paupiettes de chou	452	5.5	6.5	6.2	3.6	108	2.9	0.9	0.36	1.5	52.6875	
0000069004681	Seelachsfilet (Köhler)	339	18.3	0.9	0.1	0.1	81	0.1	0.3	0.12	0.1	0	
0000069005138	Pavés de saumon, nature	703	18.9	10.3	0	0	168	1.4	0.1	0.04	0	0	-2
0000069006562	Galette de Pommes de Terre	573	2.2	3.1	24	0.8	137	1.6	1	0.4	2.2	0	3
0000069006869	Knuper crusties	841	2.5	10	24	1	201	0.8	1.3	0.52	2.5	0	
0000069008078	Bunte Früchteauslese	205	1	0.4	9.2	8.4	49	0.1	0.2	0.08			
0000069009037	Pudding-Schnecken												
0000069012747	Poêlée de riz et saumon sauvage	469	5	4.9	11.4	1.6	112	2.2	0.8	0.32			
0000069013508	Chicken Chips	828	15.3	7.2	17.6	0.5	198	1	1.8	0.72		0	4
0000069014871	Bruschetta Pomodoro	962	8.5	9.9	25.5	2.8	230	3.3	1.2	0.48			
0000069014901	Frühlingsrollen												
0000069015335	Marillenknödel												
0000069015908	Dorade-sébaste meunière	452	11.8	2.5	9.3	1.5	108	0.4	1	0.4	0.5	0	
0000069015953	Riesensadwich	795	5.2	9.6	19	12.8	190	8.2	0.25	0.1			
0000069016073	Bo loempias	623	7.8	5.6	16.1	2.8	149	2.7	1.3	0.52			
0000069016165	BoFrost Nudelpfanne												
0000069016240	Asiapfanne xian style	322	6.1	1.2	9.7	2.5	77	0.5	0.82	0.328			
0000069028045	Lasagnes aux saumon et aux épinards	527	6.5	6.3	10.5	1.5	126	2.3	0.79	0.316		0	2
0000069029790	Gaufres de Bruxelles	1276	6.5	16.3	32.5	0.6	305	1.6	0.53	0.212			2
0000069032905	Pâte feuilletée	1598	7.2	24.1	33	3.5	382	11.2	1	0.4			18
0000069035722	Brochettes de poulet Hawaï	301	11	0.8	4.8	4.2	72	0.2	1	0.4			
0000069035982	Loop fries	787	2.5	9	23	1	188	0.8	1.2	0.48			
0000069036217	Tartines À L'italienne	849	8.4	5.9	26.9	2.6	203	3.5	1	0.4			
0000069062063	Crêpes jambon fromage	678	8.2	6.6	17	3.7	162	1.7	0.73	0.292	0.9	0	1
0000069062568	Nems de poulet	812	8.3	8.1	21.2	1.6	194	1.6	1.2	0.48			3
0000069063824	Boulettes au boeuf charolais et à l'oignon	883	15	15	3.2	0.5	211	7.2	0.5	0.2			
0000069063855	Foie de veau coupe bouchère	456	17.7	3.3	2	0.01	109	1.2	0.1	0.04			-3
0000069063947	Épaule de porcelet rôtie	837	21.3	11.9	1.9	0.1	200	4.2	1.1	0.44			
0000069063985	Aiguillettes de poulet marinées	431	20	4	0.3	0.3	103	0.5	1.4	0.56			2
0000069066153	Pomme dauphine	1163	5.9	17	24	1.6	278	7	1.5	0.6	2.7	0	13
0000069066160	Gratin Dauphinois	2473	2.8	8.9	12	3	591	6.1	0.8	0.32			16
0000069067556	Purée de potiron et oignons rissolés	268	1.5	2.1	8.6	3.6	64	0.9	0.7	0.28			
0000069067570	Soupe au potiron et éclats de châtaignes	213	1.6	2.5	4.1	2.4	51	1.2	0.5	0.2	3	41	
0000069067594	Velouté aux petits pois et lardons												
0000069067648	Fondants aux courgettes	577	3.4	11	6	2	138	6.3	0.77	0.308			
0000069067655	Charlottes à la forestiere	736	4.8	14.9	4.4	1.4	176	8.1	0.76	0.304			
0000069067730	Poêlée cuisinée aux asperges	464	4.7	7.6	4.3	2	111	1.1	0.32	0.128			
0000069068768	Babas au rhum	1130	2.1	10.5	35.1	16.5	270	7.4	0.1	0.04			13
0000069068812	Bûche roulée Élégance	1686	6.1	28.2	29.4	24.3	403	18.46	0.36	0.144			21
0000069087622	Beignet légumes d'aubergines	1017	2.9	18	16	2.9	243	1.9	0.75	0.3			6
0000069100116	Cordonbleu	795	14.8	10.3	8.8	0.5	190	2.3	1.3	0.52			
0000069100345	Bofrost Free Tortelli Ricotta	787	9	6	24	0.6	188	2.5	1.1	0.44			
0000069100758	Petits pains aux graines sans gluten et sans lactose	1025	5.6	7.4	37.6	1.1	245	0.6	1	0.4			
0000069100772	Free	1113	6.2	7.9	49.9	2.2	266	0.7	1.3	0.52			
0000069110122	Persil	724	4.1	0.4	3.3	1	173	0.1	0.1	0.04			
0000069110160	Plantes aromatiques méditerranéennes	243	3.8	0.6	6	0.6	58	0.2	0.1	0.04			
0000069111181	Nacho nuss-nougat	1569	4.6	22.6	37.2	28.2	375	11.3	0.1	0.04			20
0000069114144	Cordon Bleu vom Schwein												
0000069114724	Chicken Wings												
0000069115400	Fausse limande du Pacifique dans une panire aux céréales	506	13	2	12	1.2	121	0.4	1.2	0.48			
0000069116704	Tartelettes au saumon	1021	6.9	14.6	20.3	2.8	244	9.8	1.1	0.44			
0000069118821	Petits pains complets aux graines	1142	10.5	9.5	32.3	1.7	273	1.1	1.3	0.52	8	0	
0000069160028	Big Choco Framboise	1364	3.5	20.3	31	30.2	326	13	0.2	0.08		11	20
0000069161018	Tarte saumon épinards	992	7.3	14	20	1	237	9.4	1	0.4	1.1	9	
0000069161025	Tarte Poireaux Et Lardons	1079	7.5	17	18	1	258	11	0.83	0.332	1.4		
0000069161032	Tarte à la provençale et chèvre	883	5.2	12	20	2	211	7.3	1.1	0.44			
0000069161193	Muffins apéritifs bloc de foie gras et figue	1611	8.9	24.6	31	6.5	385	7.4	1.5	0.6			
0000069161278	Taboulé de petit épeautre	649	5.4	8	13.2	2.4	155	1.3	0.42	0.168	4.4	30	
0000069161292	Panier noix de saint Jacques	1067	6.8	16	19	1.2	255	11	0.91	0.364	1.2	8.1	
0000069161308	Panier chèvre épinards	1105	6.7	18	18	0.9	264	12	1	0.4			
0000069161315	Tresses de volaille à la forestière	1017	7.4	12	25	1.8	243	8.3	1	0.4			
0000069161322	Tartes fines Saint Jacques et poireaux	946	7.8	14	17	1.4	226	9.1	1	0.4			
0000069161414	Coquilles Saint-Jacques Nantaises	632	10.6	9.4	5.3	1.1	151	6.7	0.86	0.344			5
0000069161421	Coquilles st Jacques prestige	720	6.8	13	6.7	1.2	172	9.3	0.88	0.352			
0000069161469	Coquille crevettes et boursin	699	6.5	13	3	0.8	167	8.2	0.74	0.296			
0000069161506	Food balls italia	1255	12.2	16.5	24.6	4.2	300	8.1	1.42	0.568	2	31	
0000069161513	Food balls	1360	11.8	20.4	22.09	4.1	325	11	1.69	0.676			
0000069161544	Food'balls	1381	11.7	18.6	27.6	1.7	330	7.7	1.8	0.72			
0000069162015	Poelee du dauphine	544	6.3	7.4	9.4	2.1	130	4.3	0.58	0.232	1	1.25	
0000069162084	Cannellonis a la bolognaise	707	6.8	11	10.3	2.6	169	3.8	0.6	0.24			3
0000069162176	Quenelles de brochet sauce Nantua	586	4.6	11	5.1	0.6	140	5.5	4.9	1.96	0.5	0	16
0000069162220	Polenta ball's à poêler	665	3.7	2.5	29	1.3	159	1.5	1.1	0.44			
0000069163029	Medaillon de porcelet	678	20.8	8	1.7	0.1	162	2.7	0.32	0.128			
0000069163036	Cuisses de poulet	862	16	15	1.7	1.7	206	4.2	1.1	0.44			5
0000069168017	Crêpes bretonnes façon tatin	828	3.5	4.2	36	15.8	198	3	0.29	0.116			
0000069168048	Tarte aux abricots	1029	3.3	8	40	25	246	4.9	0.13	0.052		19.2	12
0000069168062	Pasteis de nata	1151	4.6	10.9	39.1	17.3	275	6	0.6	0.24			13
00000703													
0000071576503	Rhum Caramargue  à la fleur de sel												
00000720	Pommes cannelle séchées	1222	2	0.5	65	51	292	0.10000000149012				0	
0000073013471	Chicken Nachos	1025	13.9	10.9	22.4	1.5	245	1.7	1.42	0.568	0.9	0	5
0000073161622	Mini cheese	1192	15.1	13.2	26	7.3	285	7.3	1.28	0.512			
00000740	Hershey s milk nuggets												
00000741	Salami												
0000075001629	Sol											0	
00000758	Cauliflower	144	3.6	0.9	2.9	2.5			0	0	1.8	100	
00000776520054588034	Ghost Protein Powder Chips Ahoy	11	64.102564102564	7.6923076923077	17.948717948718	10.25641025641	2.5641025641026	3.8461538461538	0.8974358974359	0.35897435897436	0		
00000776520059712113	Wild berry green rooibos	4	0.1	0	0	0.2	1	0	0	0	0		
00000789	Cordon bleu de volaille bio	979	13	12	18	0.6	234	2.8	1.4	0.56			5
0000079336246	Nerds												
0000079339254	Wild about Nerds	251	0	0	14	14	60	0	0	0			
0000079811132	B. slim	0	0	0	0	0	0	0	0	0	0	0	
0000080007838	Acqua oligominerale San benedetto frizzante											0	
0000080135876	Nutella	2278										33.3333333333333	
0000080176800	Nutella	2180	7.2	27	60.7	47.1	521	9.5	0.559	0.2236		0	27
0000080422235	Bresaola	8	34	2	0.5	0.5	2	1	4.3	1.72		0	
0000080508816	Huile d'olive vierge extra	3464	0	92	0	0	828	14	0	0			6
0000080919704	Thick Rolled Oats	1780	15	7.5	75		425	1.25			12.5		
0000081352609	Green Lentils	1430	25.7	0	62.9	2.86	343				11.4		
00000825	Cookie vegan	2201	8.2	27	60	27	526	15	0.69	0.276			
00000827	Petit hoppelli noir	2280	6.1	32	57	56	545	20	0.18	0.072		0	26
0000084009517	Pain spécial maïs tournesol campanière												
0000084105929	Danonino												
0000084154071	Salsa de mostaza	320	3.6	3.5	7.5							0	
0000084819598	Ajoarriero	1966	8.7	42.2	11.4	0.15	470	10.8	2.5	1			
0000087111910	Marmite Original Pate A Tartiner 125G	1088	34	0.5	30	1.2	260	0.1	10.8	4.32	3.5	0	10
0000087157215	Tomato Ketchup Heinz Ouverture En Bas	427	1.2	0.1	23.2	22.8	102	0.1	1.8	0.72		0	13
0000087157635	Tomato Ketchup	427	1.2	0.1	23.2	22.8	102	0.1	1.8	0.72		0	13
0000087177756	7Up	177	0	0	10.4	10.4		0	0.1	0.04		0	13
00000887	Yaourt vanille												
000009													
000009052207	Giotto Colomba artigianale	1510	7.35	13	52.5	25.9	361	7.88	0.27	0.108			
0000091014764	Pavé du Larzac	1125	9	1.8	52.6	2.6	269	0.53	1.44	0.576			
00000915	Miel de Pays (Fleurs)					0		0					
00000918	Barritas vegetales ecológicas												
00000923032859075054	Shakeology Chocolate Vegan	1674	40	7.5	42.5	17.5	400	2.5	1.75	0.7	15		
0000093718738	Horseradish cream											0	
0000094012798	Pavé Multicéréales	1134	9.6	4.1	46	2.3	271	0.4	1.44	0.576			
000009461	Gusanitos	8	6.6	5.2	0.7	0.3	1.965	2.2	1.9	0.76			
00000956	Caña lomo bellota ibérica	1569	35	25	2.5	1.3	375	8.2	3.4	1.36			
000009607718871004	Masmirus	406	4	5	7	7	97	2.5	1.5	0.6	1		
0000096168523	Bûche la forêt noire	1326	4.6	21.8	24.8	22.5	317	14.5	0.11	0.044			17
00000970													
0000099012465	Pain aux 2 lins	1105	30	5	40	3	264	1	1	0.4			
0000099015091	Pain aux 2 lins	1105	10	5	40.5	3.1	264	0.6	1.2	0.48			
00001	Hackfleisch - Highland Beef												
000010	Madeleines nature	442	6.4	22	54	25	1852	2.6	0.53	0.212	1.4	18	6
000010002140001253250622	Preparé met ajuin												
00001001	Pepites de cuchaule												
00001002	Confiture de gratte-cul												
0000100292688	Air Minuman												
00001003	Miel d'acacia												
0000101019680	Donut Milka	1946	6	28	46.5	18	465	13.8	0.649	0.2596			20
0000101209159	Véritable pâte à tartiner noisettes chocolat noir	2582	8	48	36	32	617	10	0.01	0.004			23
0000101211046	Mix moderne de Noël blanc et or	1669	0.3	2	95	89	399	0.1			0		
00001018	Confiture de  chataigne Bio												
0000102041987	Poutargue de mulet sous vide												
0000102049853	Poutargue de mulet	1577	40.5	22.7000007629395	2.40000009536743	0.200000002980232	377	12.289999961853					
0000102072165	Poutargue de mulet	1577	40.5	22.7	2.4	0.2	377	12.29	3.85	1.54			
00001021													
00001022	Cardon au naturel												
00001038	Rillettes de truite de Bordeaux au citron confit	715	12	12	3.5	1.4	171	6.8	1.6	0.64			
0000103800651	8435037896704	6820	9.60000038146973	7.5	66	22.2999992370605	1630	2.5			8.19999980926514		
0000104026241	Poulet epicé												
0000104052486	Poutargue râpée	1577	40.5	22.7000007629395	2.40000009536743	0.200000002980232	377						
0000105000011	Lagg's, chamomile herbal tea	0	0	0	70		0		0.75	0.3		0	
0000105000042	Lagg's, herbal tea, peppermint	0	0	0	1.47		0		0.01	0.004		0	
0000105000059	Linden Flowers Tea	0	0	0	53.33		0		0	0		0	
0000105000073	Herbal Tea, Hibiscus	1117	66.67	0	60		267		0.33782	0.135128		0	
0000105000196	Apple & Cinnamon Tea	0	66.67	0	60		0		0.33782	0.135128		0	
0000105000219	Lagg's, green tea	0	0	0	2.67		0		0	0		0	
0000105000318	Lagg's, shave grass herbal tea	0	0	0	3.33		0		0	0		0	
0000105000356	Lagg's, herbal tea, chamomile * mint	0	0	0	3.33		0		0	0		0	
0000105000363	Artichoke Herbal Tea	0	0	0	3.33		0		0	0		0	
0000105000417	Lagg's, dieter's herbal tea	0	0	0	0		0		0	0		0	
0000105200923	Lagg's, kidneytea, herbal tea	0	0	0	3.33		0		0	0		0	
0000105200961	Lagg's, bronchtea	0	0	0	100		0		0	0		0	
00001053	Miel de Garrigues												
0000105753061	Oatmeal chocolate chip cookies												
0000105753078	Bread											0	
00001090	Tire D'erable	502	0	0	5	5	120		0	0	0		
0000109161497	Kefir blueberry	279	3.3333333333333	2.0833333333333	8.75	8.75	66.666666666667	1.4583333333333	0.125	0.05	0		
0000109161756	Kefir	192	3.3333333333333	1.25	5	5	45.833333333333	0.83333333333333	0.109375	0.04375	0		
0000109161763	Probiotic keifer smoothie	331	3.3333333333333	1.25	13.333333333333	12.5	79.166666666667	0.83333333333333	0.11979166666667	0.047916666666668	0		
0000109161800	Kefir Strawberry	1126	15.384615384615	5.7692307692308	38.461538461538	38.461538461538	269.23076923077	2.8846153846154	0.48076923076922	0.192307692307688			
0000109162548	Yogurt	295	3.5294117647059	3.5294117647059	7.0588235294118	5.2941176470588	70.588235294118	2.0588235294118	0.13970588235294	0.055882352941176	0		
0000109165808	Farmer cheese	488	16.666666666667	3.3333333333333	3.3333333333333	3.3333333333333	116.66666666667	1.6666666666667	0.79166666666667	0.316666666666668	0		0
00001096	Delice caramel	2042	5.1999998092651	26.60000038147	55.799999237061	38.400001525879	488	15.5	0.58999997377396	0.235999989509584			
0000109670166	Lemoniada	153	0	0	8.7323943661972	8.7323943661972	36.619718309859	0					
0000110124160	Sucre neige	1753	0	6	91.2	91.2	419	0	0	0			
0000110243007	Bio Pain Ardennais												
000011099678165	benecalorie calorie and food enhancer	3138	15.909090909091	75	0	0	750	6.8181818181818	0.11363636363636	0.045454545454544	0		
0000111048403	100% Pure Canola Oil	3586	0	100	0		857	7.14	0	0		0	
0000111222049	Water	1	0	0	0	0	0.14084507042254	0	0	0	0		
00001113	Almond butter	2746	21.875	53.125	18.75	6.25	656.25	4.6875	0	0			
0000111301201	Original Buttery Spread	2690	0	71.43	0	0	643	10.71	1.785	0.714	0	0	16
0000111301263	Canola harvest, buttery spread, with flaxseed oil	2389	0	57.14	0	0	571	10.71	1.34	0.536	0	5.88235294117647	14
000011183636073	Energize					0		0					
0000112282486	Born fruta fresca deshidratada	1515	5	10.3	60.9	56.5	362.1	9			9.5		
0000112301878		109					26					27	
0000112302546		134	0.7	0.8	5.2	1.5	32	0.5	0.71	0.284	0.8		
0000112302619		84	0.6	0.4	3.1	0.5	20	0.1	0.86	0.344	0.7	17.4	
0000112302621	Potager Malin - Potiron et Vermicelles	109	0.7	0.4	4.5	1.7	26	0.2	0.7	0.28	0.8		
0000112302708		172	0.8	1.9	4.6	1.1	41	0.5	0.69	0.276	1		
0000112407493	PurSoup' - Velouté de Potiron	126	0.6	1	4.1	1.6	30	0.6	0.67	0.268	1		
00001137	Miel												
00001144	Snacks de mais	1824	0	13.3	71.8	0	436	1.4	1.6	0.64			
00001182	Pain riz chateigne												
00001212													
00001223	Cacao con Avellana	2255	3.77	32.78	55.06	46.19	538.95	2.8	0.1	0.04			
0000123457934	خبز شرائح ابيض متوسط												
0000124000009	Talon de jambon												
000012723885													
0000127534563	German fine bread	1100	7.02	3.51	52.63	8.77	263	0	1.71	0.684	7	0	6
0000127534587	Today's temptations, lithuanian rye bread	954	5.26	2.63	47.37	8.77	228	0	1.4025	0.561	1.8	0	5
0000127601906	Lemon layered slices	573	0.899999976158142	5.19999980926514	21.6000003814697		137				0.5		
000012874264	Mousse al Cioccolato	1431	60	4.7	15	8.7	342	2.2	0.85	0.34			
0000130008136	Escalope de dinde												
000013004738													
0000130101240	Macaron - Licornes	2092	10	25	60	50	500	15	0.125	0.05	0		
0000130954358	Savane	519	1.5	7.30000019073486	12	7.80000019073486	124	0.800000011920929			2.09999990463257		
0000131032475	Pain au chocolat pur beurre x10	1766	7.3	23.7	23.7	10	422	16	0.92	0.368			21
0000131081954	Trader joe’s  very green smoothie	239	0.634249471458774	0.105708245243129	13.107822410148		57.0824524312896				0.634249471458774		
00001311	Baci di Dama	2276	4	35	53	0	544	0	0	0			-1
00001328	Harvest whole wheat bread	973	11.627906976744	4.6511627906977	41.860465116279	4.6511627906977	232.55813953488	0	1.046511627907	0.4186046511628			
00001332	Mel de l'avi Joan												
0000135019687	Croissant pur beurre												
00001359	Chocolat artisanal noir												
00001373	Spring onion											100	
0000138017055	Croissants pure beure								0	0			
00001385	Saumon teriyaki légumes sautés et riz												
0000139312210	Sour gold bears	1485	6.45161290322581		77.4193548387097	51.6129032258064	354.838709677419						
0000140000083													
0000140319598	Yaourt brasse aux fruits												
0000140323687	Madeleine Framboise												
0000140513132	Miel de fleurs								0	0			
0000140636220	Aktiv Flakes	1648	7.3	6	75	20	394	3	1.3	0.52	5		
0000141013129	Croissants margarine												
0000141016403	Croissant								0	0			
0000143015749	Croissant pur beurre x8												
0000144019029	Pain au chocolat pur beurre	1736	8.6	23	41.7	12.4	415	16	0.87	0.348			20
0000146013124	Beignet chocolat	1611	6.5	18	47	19	385	2	0.71	0.284			12
0000147													
0000147260660950													
00001496	Coteletta vegetale	921	10	11	19	0.9	220.1	1.4	1.4	0.56	2.6		
000015	Madeleines ChocoLait	1926	6.4	24	54	31	460	6	0.48	0.192	1.4	14.5	17
00001522	Seitán a la plancha											0	
00001526	San Francisco style sourdough bread	973	9.3023255813953	0	51.162790697674	0	232.55813953488	0	1.3372093023256	0.53488372093024			
0000155011159	Mini chaussons à la compote de pomme	1435	3.69	15.78	41.05	18.2	343	8.31	0.28	0.112	1.97	0	15
0000156025919	Chausson au pomme	1322	2	16.2	37.3	10.7	316	10.5	0.66	0.264			17
00001564													
0000158011156	Pains aux raisins												
00001588	Foglia di loto		300								1000		
0000159457878	Celebrations, candy	2079	5.49	24.91	61.54	54.58	497	14.65				0	
0000159479269	Milkyway, magic stars chocolates	2339	6.4	34.7	54.2	53.6	559	21.5				0	
0000159487776	Milkyway, magic stars chocolates	2330	6.4	34.7	54.2	53.6	557					0	
00001601	Pruneau d'agen	979	2	0.3	54	35	234	0.08	0.01	0.004			3
000016238376	Geovision											0	
0000163012735	Suisse longue aux pépites de chocolat x2												
00001632	Agua mineral natural.								0	0			
0000166015740	Cravate crème pâtissière												
00001663	Crème dessert chocolat												
00001670	Sliced Yellow Cling Peaches in Peach and Pear juice	202	0.80645161290323	0	11.290322580645	8.8709677419355	48.387096774194	0	0	0	0.80645161290323		
0000167012465	Torsadées au pépites de chocolat Intermarché												
0000168013126	Chouquettes Intermarché &quot;moche&quot;												
0000168175589	Mcvitie's, digestives cheesecake, lemon	2130	7.1	26.1	60	30.3	509	16.03			2.7	0	
0000168178238	Mcvitie's, mini gingerbread men, milk chocolate	2008	5.8	20	68.2	38.6	480	10.4			2	0	
00001694	butifarra blanca	1008	10	20	5.5	0	241	6.8	1.75	0.7			
0000171812457	Glaces vegetales des alpes	837	2.22	9.2	27.11	26.6	200	6.21	0.1	0.04			
00001753	Pudding chia mangue coco												
00001779	Pâté de chevreuil	1933	20	56	5	1	462	0	4	1.6			
00001786	Poichinade curry												
0000179025910	P'tits beignets parfum choco-noisette	423	1.3	5.4	48	19	101	0.7	0.22	0.088			5
000018	Bizcocho de chocolate												
00001801051082969226	Ketchup Amora	460	11	0.5	24	21	110	0.1	1.8	0.72			12
0000181009847	4 Beignets parfum chocolat-noisette *4	1648	6.7	19	48	19	394	2.1	0.7	0.28			13
0000181013127	Beignet parfum Choco noisette												
00001816	Organic Flourless Sprouted 7-Grain Bread	983	11.76	2.94	44.12	2.94	235	0	0.6731	0.26924	8.8	0	
0000183013125	4 beignets à la pomme	1297	6.6	9.6	49	20	310	1.5	0.72	0.288			11
0000185520	Jamon	2071	33.7	8.7	0.5	0.5	495	3.6	5.8	2.32			
0000190014436	Beignets chocolats noisettes decongelé	1648	6.7	19	48	19	394	2.1	0.7	0.28			13
0000190025	Vanilla Peaches	629	0.88495575221239	0	38.938053097345	36.283185840708	150.44247787611	0			1.7699115044248		
00001902	COCO by Angela	778	2.3	16.9	6.1	2.8	186	15.8					
0000191013124	Beignets à la pomme	1259	6.2	10	46	16	301	1.4	0.68	0.272			7
00001915	Barretta proteica	1600	27.8	13.8	37	21.1	383	8.2	0.241	0.0963	7.91		
0000192017053	Gaufres traditionelles	1598	8.2	27	25	2.6	382	2.2	0.86	0.344			
0000197571406	Puppodums	1159	21.9	0.3	45.7	0.6	277		6.096	2.4384	10.1	0	
00001977	Sel de guérande à l’ail des ours											0	
00002	Siedfleisch - Highland Beef												
000020	Madeleines Choco Noir	1917	6.3	24	53	29	458	6	0.45	0.18	2.6	14.5	15
00002009	Mousse au chocolat noir	1347	6.6	19.8	25	23.8	322	12.7	0.19	0.076			19
00002028	Filet de colin sauce dieppoise, riz et jardinière de légumes												
0000203111312	Carottes												
0000204286484	Mehrkomponeneten Protein 90 C6 Haselnuß	1533	85.5	1	2.5							0	
00002059	La meule												
00002073	Pain au chocolat pur beurre												
0000208066259	Tetley, black tea	4	0	0	0.3		1					0	
0000209024937	The simpsons donuts	1966	5	28.9	46.3	18.2	470	16.4	0.6	0.24			21
0000209773750	Tortitas de trigo- Roti wraps	1209	7.6	7.8	44.8	1.2	289	1.2	1.3	0.52			
000021													
0000210001101	Bacon	1793	14.285714285714	42.857142857143	0	0	428.57142857143	14.285714285714	3.75	1.5	0		
0000210021101900300	Salmone Affumicato												
00002103	Aiguillettes de poulet												
00002127	Nadalin	1774	0.1	29	33	10	424	10	0.1	0.04	0		
0000216001501	Tamarin confit	1565	0.6	0	92.8	88	374	0	0.25	0.1	0		
0000216001518	Tamarin confit piment	1565	0.6	0	92.8	88	374	0	0.1	0.04			
0000217019352	Mini viennoiserie												
000022	Farandole de madeleine											0	
0000221053748	Brasato al vino rosso	582	17	7	1.5	0.8	139	3.3	0.75	0.3	1		
00002220	Monterey Jack	1494	25	28.57	3.57	0	357	17.86	1.54178	0.616712	0	0	
0000222221931	Roasted Peanuts												
0000228000080	Terrine de campagne												
00002295	Frukt rod	0	0	0	0	0	0	0					
000023	Boîte collector madeleines choconoir	1917	6.3	24	53	29	458	6	0.45	0.18	0	14.5	17
0000233597													
0000234000326	Vegetable Lasagna	544	5.94795539033457	5.20446096654275	14.8698884758364	2.60223048327138	130.111524163569	2.23048327137546			1.48698884758364		
0000234022960	Croissants pur beurre	1732	8.6	22.2	45	7.4	414	15.8	1.2	0.48			21
0000236555909	Bakers Best, White Bread	983	8.82	1.47	50	5.88	235	0	1.25	0.5	2.9	0	0
0000236598784	Bakers Best, Rye Bread	1071	7.69	2.56	53.85	2.56	256	0	0.8025	0.321	2.6	0	0
000024												0	
00002400													
0000241013128	Eclairs Campagniere	992	4.6	9.5	32	21.7	237	4.2	0.36	0.144			11
0000241256907	Udon	549	3.75	0	30	3.125	131.25	0	3.140625	1.25625			
0000247016406	Beignets gourmands parfum choco-noisettes	1699	0	20	50	5.4	406	2.4	0	0			8
0000247019025	Religieuse au chocolat	75	0.4	18	25	25	18	6	3.6	1.44			
0000249048214	Roasted garlic hummus	897	7.14285714285714	16.0714285714286	14.2857142857143	3.57142857142857	214.285714285714	1.78571428571429			3.57142857142857		
0000249316399	Roland's pride syrup											0	
0000250000003	Piñon nacional	2113	12.98	48.59	3.97	0.5	505	3.91	0.06	0.024			
0000250632969	Mehrkomponeneten Protein 90 C6 Banane	1533	85.5	1	2.5							0	
00002509	Leffe	243	0	0	0	0	58	0	0	0			0
00002523	Peach	2	10	0.5	7.6	7.6	0.5	0.1			1.5		
00002547	Occelli con frutta e grappa moscato	1565	19	25	13	13	374						
0000256019023	Salambo au kirsh	958	2.7	10	31	22	229	2.1	0.34	0.136			
00002592	Lomo ibérico de Bellota	1452	36.5	22.3	0.5	0.5	347	8.73	1.66	0.664			
00002600									2.6	1.04		0	
0000260440264	Confit d'Oignons ou de figues	724	0.5	0.5	42	42	173	0.1	0.1	0.04			6
0000262030487	bizcocho												
00002639	Dictator											0	
0000266037390	Quatre quarts au pomme	1347	4.1	15	42	29	322	9.5	1.3	0.52			
00002677	Iberitos queso												
00002684	Colomba all’Albicocca												
0000269053397	Vitello tonnato	808	1	2.9000000953674	0.69999998807907	0	193	1	13.5	5.4			
0000269092754	Gnocchetti alla romana	536	5.7	3	18.7	4.5	128	1.6	1.2	0.48	1.8		
00002714	Key Lime Pie												
00002716	Tiramisu cappuccino	1213	3.9	14	34	21	290	11	0.1	0.04		0.8	17
0000272005024	Lentil Soup	305	2.91970802919708	2.4330900243309	9.7323600973236		72.992700729927				1.70316301703163		
0000276005600	Lasaña de espinacas	2251	5	8.4	9.4	3.1	538	2.8	1.1	0.44			
0000279891101	Bagietka duża 370g	1109	9.2	1.4	53	2.1	265	0.3			2.5		
0000281621505	Warner Hudson, Whisky Chocolates	1879	2.6	18	58		449					0	
0000281756504	Piasten, Chocolate Assortment	2029	8.75	26.25	58.75	6.5	485	9.75	0.03	0.012	4.2	0	12
00002844													
0000288001881	Pâté a l'ail												
0000290010086	Tresana aux fines herbes	1134	2.79999995231628	27.2999992370605	3.70000004768372	2.79999995231628	271	17.2000007629395					
0000290153097	Risto piatti fusilli alla Sorrentina senza glutine	594	3.9	3.3	23.5	1.8	142	1.6	0.9	0.36	1.4	42	1
0000290220089	Nois de cajou crues												
00002929	Flat Leaf Parsley											0	
0000293	Fruits delight	1151	2.5		65	45	275				7.5		
0000298434464	Mini-Käsekrainer	1452	16	31	1	1	347	14					
00003	Plätzli à la minute	1517	78.9	0.9	7.5	6.5	363	0.7	0.2	0.08			
000030	Confiture d'oranges	1768	5.8	19	56	28		2.5	0	0	1.8	26	12
0000300000991	Luxury toasted muesli ancient grains & super fruits	1849	12.3000001907349	12.8000001907349	68.5	19	442	2			10.3000001907349		
0000300015742	Flan	791	3.6	7.3	27	18	189	4.6	0.31	0.124			
00003001	Filet de poulet extra tendre thym citron	452	22	1.6	1.6	0.7	108	0	1.3	0.52			1
0000300300152	Nestle, dark truffles grand chocolate	1987	5	35	50	35	475	20	0.125	0.05	5	0	17
00003032	Saucisses de poulet saveur aux herbes	979	17	18	0.9	0.9	234	5.4	2.2	0.88			16
00003056	TARALLI FINOCCHIO supermercati coop Cascione	1665	10.13	10.1	66.6	2	398	1.5	2.66	1.064	2		
00003063	Chicken kievs	3515	16.4	17.1	7.8	2.1	840	6.4	0.85	0.34			19
0000307103930	Seasoning Salt												
00003087													
0000309444901	Mt. olive, sweet 'n' hot salad peppers	598	0	0	32.14	25	143		1.6075	0.643		0.1	
